src	trg	weight	src_type	trg_type	edge_type
2650	5425	0.1400	4	1	1#4
3615	9787	0.1400	3	4	3#4
3712	5938	0.1400	1	4	1#4
1820	9088	0.1400	1	2	1#2
2816	7814	0.1400	2	3	2#3
5323	6877	0.1400	3	5	3#5
31	3285	0.1400	2	3	2#3
278	6485	0.1400	3	3	3#3
745	2604	0.1400	5	5	5#5
316	7813	0.1400	1	4	1#4
1916	2348	0.1400	2	5	2#5
2238	5063	0.1400	4	1	1#4
1729	2863	0.1400	2	2	2#2
1378	2547	0.1400	3	2	2#3
4240	5547	0.1400	3	4	3#4
706	750	0.1400	4	3	3#4
4382	6608	0.1400	2	4	2#4
1350	2609	0.1400	1	2	1#2
2087	2349	0.1400	2	2	2#2
5094	5198	0.1400	4	4	4#4
2292	3471	0.1400	1	3	1#3
568	2140	0.1400	3	1	1#3
3862	4489	0.1400	5	2	2#5
109	656	0.1400	2	4	2#4
5745	7075	0.1400	4	3	3#4
1384	2562	0.1400	5	1	1#5
1361	1842	0.1400	4	5	4#5
332	8206	0.1400	4	3	3#4
4287	4678	0.1400	4	2	2#4
1684	1781	0.1400	2	2	2#2
2852	2969	0.1400	1	3	1#3
5449	6055	0.1400	4	3	3#4
5005	5473	0.1400	2	4	2#4
1880	7036	0.1400	1	4	1#4
2845	8852	0.1400	1	5	1#5
5332	8008	0.1400	3	1	1#3
5022	6633	0.1400	2	1	1#2
1446	4382	0.1400	3	2	2#3
333	371	0.1400	3	2	2#3
3493	6883	0.1400	1	2	1#2
1099	6417	0.1400	3	2	2#3
319	1471	0.1400	3	5	3#5
7120	9960	0.1398	3	2	2#3
4068	8660	0.1398	4	1	1#4
1658	1665	0.1397	1	2	1#2
1815	5691	0.1397	2	1	1#2
52	7322	0.1391	5	4	4#5
712	3374	0.1391	5	1	1#5
2168	2616	0.1388	2	4	2#4
5995	6109	0.1384	2	1	1#2
1200	9900	0.1382	3	4	3#4
4227	5910	0.1378	5	5	5#5
2891	6649	0.1364	1	5	1#5
3978	4354	0.1360	4	3	3#4
2610	8984	0.1359	2	2	2#2
7656	7794	0.1359	1	4	1#4
5604	5661	0.1350	5	5	5#5
2043	3465	0.1343	1	4	1#4
532	9618	0.1340	1	5	1#5
5039	5561	0.1333	1	2	1#2
3203	7368	0.1309	4	1	1#4
2389	5028	0.1302	4	3	3#4
5841	6153	0.1300	2	1	1#2
5	41	0.1300	5	5	5#5
371	7965	0.1300	2	3	2#3
164	494	0.1300	3	4	3#4
5640	5863	0.1300	5	1	1#5
1292	1617	0.1300	4	1	1#4
319	7975	0.1300	3	1	1#3
206	2354	0.1300	2	1	1#2
1358	1364	0.1300	4	4	4#4
21	60	0.1300	3	1	1#3
6593	8751	0.1300	2	3	2#3
665	707	0.1300	1	4	1#4
2559	8767	0.1300	3	1	1#3
1588	1636	0.1300	1	2	1#2
286	670	0.1300	2	5	2#5
627	707	0.1300	3	4	3#4
89	7502	0.1300	1	3	1#3
246	2015	0.1300	4	3	3#4
7930	8254	0.1300	5	2	2#5
2646	2778	0.1300	4	4	4#4
337	1048	0.1300	2	2	2#2
1880	4380	0.1300	1	2	1#2
4611	9052	0.1300	4	3	3#4
5263	8206	0.1300	1	3	1#3
6751	7505	0.1300	5	2	2#5
6258	7501	0.1300	3	4	3#4
5158	5880	0.1300	4	4	4#4
6137	8955	0.1300	5	5	5#5
92	7505	0.1300	5	2	2#5
163	1264	0.1300	4	2	2#4
1142	1572	0.1300	1	5	1#5
6565	6895	0.1300	2	1	1#2
3971	4592	0.1300	2	2	2#2
962	8315	0.1300	4	2	2#4
1492	4380	0.1300	1	2	1#2
2931	7861	0.1300	5	3	3#5
7834	9238	0.1300	2	5	2#5
7940	8623	0.1300	5	2	2#5
3790	4376	0.1300	1	3	1#3
5071	6633	0.1300	5	1	1#5
137	853	0.1300	2	2	2#2
4649	8206	0.1300	5	3	3#5
5188	6862	0.1300	1	2	1#2
978	9730	0.1300	4	1	1#4
1338	5130	0.1300	3	4	3#4
7	1255	0.1300	3	1	1#3
49	833	0.1300	4	3	3#4
1037	5724	0.1300	4	2	2#4
2590	7861	0.1300	2	3	2#3
513	2055	0.1300	5	1	1#5
2113	4288	0.1300	5	4	4#5
137	1139	0.1300	2	1	1#2
2931	9205	0.1300	5	1	1#5
607	2941	0.1300	4	3	3#4
3834	6646	0.1300	3	4	3#4
1394	6608	0.1300	3	4	3#4
3218	3588	0.1300	3	3	3#3
509	2544	0.1300	1	1	1#1
3282	7861	0.1300	4	3	3#4
672	5905	0.1300	3	5	3#5
7736	9611	0.1300	1	1	1#1
59	61	0.1300	5	5	5#5
665	957	0.1300	1	5	1#5
89	876	0.1300	1	1	1#1
176	822	0.1300	3	5	3#5
470	1133	0.1300	1	1	1#1
6642	8829	0.1300	3	1	1#3
1742	4281	0.1300	5	2	2#5
1174	6174	0.1300	1	3	1#3
377	7726	0.1300	2	2	2#2
4366	6526	0.1300	2	1	1#2
2962	7603	0.1300	4	1	1#4
566	614	0.1300	1	4	1#4
3	70	0.1300	2	5	2#5
6826	8056	0.1300	1	3	1#3
8825	9617	0.1300	1	5	1#5
3215	8210	0.1300	5	4	4#5
649	1986	0.1300	5	3	3#5
2238	3450	0.1300	4	5	4#5
5249	5395	0.1300	2	2	2#2
3345	3756	0.1300	4	5	4#5
7625	7658	0.1300	1	3	1#3
6313	7243	0.1300	3	5	3#5
762	1283	0.1300	5	1	1#5
6290	6377	0.1300	3	1	1#3
796	1295	0.1300	4	5	4#5
80	5861	0.1300	1	2	1#2
6525	7115	0.1300	3	3	3#3
122	1391	0.1300	3	1	1#3
1720	6825	0.1300	4	5	4#5
1450	3967	0.1300	2	1	1#2
3056	9033	0.1300	4	4	4#4
708	9428	0.1300	2	1	1#2
8209	8608	0.1300	1	3	1#3
1381	3823	0.1300	3	3	3#3
2580	8166	0.1300	1	4	1#4
882	5920	0.1300	3	2	2#3
394	2619	0.1300	1	2	1#2
2658	7814	0.1300	3	3	3#3
3518	4141	0.1300	1	2	1#2
380	6088	0.1300	5	3	3#5
6311	6721	0.1300	2	5	2#5
5341	6595	0.1300	5	4	4#5
5883	8384	0.1300	4	1	1#4
597	2305	0.1300	3	4	3#4
5315	7815	0.1300	2	5	2#5
443	556	0.1300	2	2	2#2
403	3059	0.1300	1	3	1#3
65	9454	0.1300	5	5	5#5
924	1174	0.1300	4	1	1#4
238	3992	0.1300	5	1	1#5
5597	6806	0.1300	3	2	2#3
5419	6338	0.1300	4	2	2#4
2552	3489	0.1300	4	5	4#5
2901	8839	0.1300	4	1	1#4
1439	5504	0.1300	2	2	2#2
5007	7039	0.1300	5	1	1#5
1042	2951	0.1300	1	3	1#3
4103	7658	0.1300	2	3	2#3
3819	4232	0.1300	1	1	1#1
2685	7685	0.1300	5	3	3#5
68	1379	0.1300	2	2	2#2
6567	7298	0.1300	3	4	3#4
9320	9368	0.1300	2	3	2#3
24	2607	0.1300	5	2	2#5
707	9769	0.1300	4	5	4#5
711	719	0.1300	3	3	3#3
90	98	0.1300	5	3	3#5
1886	2191	0.1300	3	3	3#3
2306	4806	0.1300	2	4	2#4
3928	9084	0.1300	1	5	1#5
5203	8288	0.1300	2	4	2#4
127	556	0.1300	3	2	2#3
170	172	0.1300	4	3	3#4
554	2778	0.1300	2	4	2#4
5247	5296	0.1300	1	1	1#1
5423	6344	0.1300	5	1	1#5
1437	4718	0.1300	3	4	3#4
40	5686	0.1300	5	5	5#5
797	911	0.1300	1	2	1#2
587	2324	0.1300	5	4	4#5
160	215	0.1300	2	1	1#2
885	5736	0.1300	4	5	4#5
2796	8189	0.1300	5	2	2#5
8321	8713	0.1300	4	3	3#4
5244	5245	0.1300	2	4	2#4
79	88	0.1300	2	4	2#4
141	6391	0.1300	5	2	2#5
7446	9243	0.1300	3	1	1#3
3376	5478	0.1300	4	2	2#4
5949	8566	0.1300	3	3	3#3
8296	9587	0.1300	2	2	2#2
1270	6882	0.1300	3	5	3#5
433	1680	0.1300	5	5	5#5
2609	6410	0.1300	2	3	2#3
7207	9887	0.1300	3	5	3#5
849	5685	0.1300	2	1	1#2
3140	8145	0.1300	2	5	2#5
2520	8145	0.1300	1	5	1#5
2623	6534	0.1300	3	3	3#3
1840	1842	0.1300	4	5	4#5
361	430	0.1300	2	5	2#5
884	5216	0.1300	2	3	2#3
668	8210	0.1300	1	4	1#4
3762	7863	0.1300	5	5	5#5
5010	6534	0.1300	4	3	3#4
3092	4347	0.1300	1	1	1#1
322	326	0.1300	1	5	1#5
5158	5472	0.1300	4	3	3#4
45	333	0.1300	4	3	3#4
322	7236	0.1300	1	3	1#3
303	610	0.1300	3	1	1#3
560	6152	0.1300	3	4	3#4
1772	6768	0.1300	5	2	2#5
1030	7633	0.1300	2	1	1#2
1442	4222	0.1300	2	4	2#4
2749	7592	0.1300	5	2	2#5
1118	6889	0.1300	5	2	2#5
211	358	0.1300	2	1	1#2
8422	8947	0.1300	3	4	3#4
7658	9849	0.1300	3	4	3#4
801	2676	0.1300	4	3	3#4
6408	6738	0.1300	5	1	1#5
123	5689	0.1300	5	5	5#5
909	5798	0.1300	1	3	1#3
982	6687	0.1300	5	5	5#5
2828	7960	0.1300	5	1	1#5
403	1254	0.1300	1	4	1#4
5073	5151	0.1300	3	2	2#3
2895	3049	0.1300	2	4	2#4
5241	7164	0.1300	5	3	3#5
3291	3401	0.1300	5	4	4#5
6352	8930	0.1300	3	3	3#3
1728	4083	0.1300	5	2	2#5
2984	3049	0.1300	4	4	4#4
187	5499	0.1300	4	2	2#4
7418	8347	0.1300	4	5	4#5
792	6968	0.1300	1	3	1#3
783	1103	0.1300	1	2	1#2
4692	7818	0.1300	5	2	2#5
423	6968	0.1300	5	3	3#5
1294	1304	0.1300	2	4	2#4
698	1304	0.1300	3	4	3#4
727	3145	0.1300	1	1	1#1
2579	8068	0.1300	5	1	1#5
2060	3535	0.1300	5	5	5#5
1106	1254	0.1300	3	4	3#4
2529	4239	0.1300	3	5	3#5
452	744	0.1300	5	5	5#5
7131	8216	0.1300	3	2	2#3
1257	1760	0.1300	4	4	4#4
1030	1103	0.1300	2	2	2#2
5086	5250	0.1300	1	1	1#1
5419	7599	0.1300	4	3	3#4
4044	6505	0.1300	1	5	1#5
162	5670	0.1300	3	1	1#3
1274	6301	0.1300	4	1	1#4
8755	8838	0.1300	5	3	3#5
7586	8838	0.1300	2	3	2#3
1780	4181	0.1300	1	5	1#5
5977	7314	0.1300	3	1	1#3
5788	6448	0.1300	5	3	3#5
31	791	0.1300	2	4	2#4
629	746	0.1300	1	3	1#3
757	791	0.1300	2	4	2#4
239	1719	0.1300	2	4	2#4
5198	5215	0.1300	4	5	4#5
665	5670	0.1300	1	1	1#1
225	899	0.1300	1	2	1#2
3135	4732	0.1300	5	2	2#5
4054	4430	0.1300	5	2	2#5
2211	4401	0.1300	5	2	2#5
31	1422	0.1300	2	1	1#2
1426	7564	0.1300	3	1	1#3
1426	6821	0.1300	3	2	2#3
7608	7823	0.1300	3	1	1#3
697	8178	0.1300	4	1	1#4
1338	1363	0.1300	3	2	2#3
1374	3870	0.1300	3	1	1#3
3156	3187	0.1300	5	2	2#5
4108	9345	0.1300	5	4	4#5
8174	9445	0.1300	1	5	1#5
1783	4127	0.1300	3	2	2#3
361	8466	0.1300	2	5	2#5
3004	4013	0.1300	2	4	2#4
235	3381	0.1300	1	1	1#1
2239	8177	0.1300	3	5	3#5
4163	9164	0.1300	1	4	1#4
1485	7402	0.1300	4	5	4#5
5514	6586	0.1300	5	4	4#5
961	2218	0.1300	5	1	1#5
1185	5793	0.1300	5	2	2#5
987	4700	0.1300	3	4	3#4
5207	7560	0.1300	1	1	1#1
1311	2021	0.1300	5	4	4#5
2667	2685	0.1300	3	5	3#5
6265	6462	0.1300	3	3	3#3
317	630	0.1300	4	2	2#4
2129	3381	0.1300	5	1	1#5
139	5373	0.1300	3	3	3#3
962	1094	0.1300	4	5	4#5
5484	6656	0.1300	1	1	1#1
5060	5667	0.1300	4	4	4#4
322	1570	0.1300	1	5	1#5
371	1074	0.1300	2	2	2#2
5230	6354	0.1300	4	2	2#4
6819	7496	0.1300	5	3	3#5
49	1252	0.1300	4	3	3#4
5041	6157	0.1300	1	5	1#5
3219	8178	0.1300	4	1	1#4
2110	4623	0.1300	1	5	1#5
2255	3613	0.1300	3	3	3#3
920	3711	0.1300	4	3	3#4
1791	2228	0.1300	3	1	1#3
9258	9970	0.1300	1	3	1#3
668	2228	0.1300	1	1	1#1
1687	6554	0.1300	1	3	1#3
1016	1081	0.1300	1	5	1#5
1122	1544	0.1300	4	5	4#5
591	3613	0.1300	1	3	1#3
5107	5733	0.1300	3	5	3#5
333	5957	0.1300	3	1	1#3
7132	7599	0.1300	4	3	3#4
5508	6504	0.1300	4	2	2#4
7192	7543	0.1300	3	3	3#3
3148	4437	0.1300	5	1	1#5
1296	1331	0.1300	4	5	4#5
5784	7114	0.1300	1	2	1#2
4122	6585	0.1300	5	5	5#5
5642	6566	0.1300	1	2	1#2
42	3342	0.1300	3	2	2#3
713	2032	0.1300	4	1	1#4
362	3488	0.1300	1	1	1#1
6461	7555	0.1300	3	1	1#3
1391	4468	0.1300	1	5	1#5
3166	8325	0.1300	1	3	1#3
3930	8340	0.1300	4	1	1#4
1293	1604	0.1300	4	3	3#4
1488	1965	0.1300	1	5	1#5
2133	9670	0.1300	4	4	4#4
810	7988	0.1300	1	5	1#5
219	499	0.1300	5	4	4#5
2554	7731	0.1300	4	2	2#4
205	5281	0.1300	2	4	2#4
283	814	0.1300	1	5	1#5
2779	3109	0.1300	2	5	2#5
3786	8758	0.1300	4	5	4#5
3137	7543	0.1300	4	3	3#4
1877	4455	0.1300	5	4	4#5
6591	7833	0.1300	5	4	4#5
5957	7251	0.1300	1	2	1#2
1084	5248	0.1300	1	2	1#2
15	1566	0.1300	2	3	2#3
1526	7775	0.1300	2	1	1#2
6260	6270	0.1300	1	2	1#2
8598	8638	0.1300	5	3	3#5
767	5183	0.1300	1	2	1#2
3594	4557	0.1300	4	3	3#4
6325	7515	0.1300	5	2	2#5
171	1430	0.1300	2	4	2#4
470	1486	0.1300	1	5	1#5
3328	7710	0.1300	3	2	2#3
998	1781	0.1300	3	2	2#3
4102	4814	0.1300	3	4	3#4
7824	9229	0.1300	4	1	1#4
2229	5940	0.1300	5	5	5#5
2139	3293	0.1300	2	4	2#4
5636	5794	0.1300	5	3	3#5
440	446	0.1300	3	2	2#3
263	7813	0.1300	2	4	2#4
5046	5451	0.1300	1	4	1#4
6741	7032	0.1300	5	3	3#5
1290	6368	0.1300	1	5	1#5
775	2016	0.1300	3	5	3#5
7113	7160	0.1300	3	1	1#3
3145	3760	0.1300	1	3	1#3
4213	4757	0.1300	4	1	1#4
5469	6764	0.1300	3	4	3#4
322	458	0.1300	1	2	1#2
1048	7218	0.1300	2	3	2#3
7618	8888	0.1300	4	2	2#4
319	5727	0.1300	3	3	3#3
2516	4399	0.1300	2	5	2#5
2408	6764	0.1300	1	4	1#4
8703	8929	0.1300	1	2	1#2
5392	7218	0.1300	1	3	1#3
2388	4614	0.1300	4	4	4#4
4474	5928	0.1300	1	1	1#1
395	3851	0.1300	5	3	3#5
5061	6593	0.1300	3	2	2#3
588	607	0.1300	4	4	4#4
216	7833	0.1300	2	4	2#4
2193	4429	0.1300	4	1	1#4
3128	3913	0.1300	4	4	4#4
3785	4078	0.1300	3	1	1#3
7505	8755	0.1300	2	5	2#5
1820	6504	0.1300	1	2	1#2
1862	2649	0.1300	4	1	1#4
3675	7208	0.1300	4	2	2#4
7090	7337	0.1300	4	5	4#5
7906	9069	0.1300	2	1	1#2
1684	9115	0.1300	2	4	2#4
61	9115	0.1300	5	4	4#5
1127	5268	0.1300	5	5	5#5
1583	9123	0.1300	5	4	4#5
1369	1564	0.1300	5	4	4#5
2598	2600	0.1300	2	3	2#3
814	1965	0.1300	5	5	5#5
2541	2649	0.1300	1	1	1#1
98	1331	0.1300	3	5	3#5
2383	4746	0.1300	3	2	2#3
9278	9707	0.1300	4	1	1#4
3775	4458	0.1300	4	1	1#4
2249	3871	0.1300	3	2	2#3
3773	4000	0.1300	5	2	2#5
1624	4746	0.1300	3	2	2#3
705	1017	0.1300	1	5	1#5
283	4338	0.1300	1	1	1#1
2643	4000	0.1300	4	2	2#4
2510	7668	0.1300	3	2	2#3
186	2685	0.1300	3	5	3#5
680	2238	0.1300	4	4	4#4
929	8243	0.1300	5	2	2#5
170	785	0.1300	4	5	4#5
6	5400	0.1300	5	4	4#5
628	676	0.1300	4	2	2#4
380	492	0.1300	5	3	3#5
8175	9600	0.1300	3	3	3#3
430	1758	0.1300	5	2	2#5
185	492	0.1300	3	3	3#3
6389	8871	0.1300	1	2	1#2
3325	8477	0.1300	5	5	5#5
2445	6857	0.1300	1	5	1#5
41	3997	0.1300	5	5	5#5
5003	6574	0.1300	1	3	1#3
2867	3448	0.1300	1	1	1#1
3066	5549	0.1300	4	1	1#4
2715	3908	0.1300	3	5	3#5
1787	2396	0.1300	4	1	1#4
1373	5633	0.1300	1	2	1#2
6252	6466	0.1300	5	4	4#5
1383	3757	0.1300	1	4	1#4
421	6420	0.1300	2	5	2#5
3175	3227	0.1300	5	4	4#5
397	6662	0.1300	3	1	1#3
764	2520	0.1300	5	1	1#5
676	1731	0.1300	2	3	2#3
1026	1179	0.1300	4	2	2#4
2657	6172	0.1300	1	3	1#3
7657	8985	0.1300	1	1	1#1
167	753	0.1300	5	2	2#5
1682	3859	0.1300	5	1	1#5
130	753	0.1300	2	2	2#2
8801	9387	0.1300	2	3	2#3
938	5391	0.1300	1	4	1#4
1720	9111	0.1300	4	2	2#4
5338	6803	0.1300	2	1	1#2
1907	8314	0.1300	3	3	3#3
215	805	0.1300	1	3	1#3
3909	7736	0.1300	1	1	1#1
711	749	0.1300	3	2	2#3
5413	7132	0.1300	3	4	3#4
6416	7736	0.1300	4	1	1#4
2583	3012	0.1300	5	5	5#5
1528	1802	0.1300	5	4	4#5
6548	7953	0.1300	4	2	2#4
79	8760	0.1300	2	3	2#3
2266	7033	0.1300	5	5	5#5
1657	4195	0.1300	3	1	1#3
5163	7664	0.1300	3	2	2#3
1343	5675	0.1300	1	2	1#2
1572	4132	0.1300	5	2	2#5
341	363	0.1300	4	2	2#4
6919	7119	0.1300	2	4	2#4
7586	7895	0.1300	2	1	1#2
5138	6950	0.1300	3	3	3#3
717	870	0.1300	3	3	3#3
237	280	0.1300	5	5	5#5
5439	9113	0.1300	5	4	4#5
4736	7511	0.1300	1	3	1#3
6864	9304	0.1300	4	5	4#5
5660	6732	0.1300	1	2	1#2
5633	5719	0.1300	2	5	2#5
7188	7201	0.1300	4	5	4#5
1222	1223	0.1300	2	1	1#2
861	1201	0.1300	5	3	3#5
7710	9116	0.1300	2	3	2#3
1257	1267	0.1300	4	4	4#4
2464	6086	0.1300	5	1	1#5
2689	9065	0.1300	4	4	4#4
3288	9065	0.1300	5	4	4#5
278	5162	0.1300	3	1	1#3
1291	1642	0.1300	2	5	2#5
1655	2270	0.1300	4	4	4#4
2034	5961	0.1300	4	5	4#5
148	307	0.1300	5	1	1#5
2529	6418	0.1300	3	3	3#3
3792	4655	0.1300	5	3	3#5
826	6507	0.1300	3	5	3#5
785	4654	0.1300	5	1	1#5
2707	5791	0.1300	3	1	1#3
1057	2542	0.1300	4	5	4#5
1270	1448	0.1300	3	4	3#4
3052	3337	0.1300	3	1	1#3
7177	9716	0.1300	5	4	4#5
5538	6537	0.1300	2	5	2#5
1458	5821	0.1300	3	3	3#3
278	6077	0.1300	3	2	2#3
4927	6602	0.1300	2	3	2#3
158	1728	0.1300	5	5	5#5
2503	8753	0.1300	3	1	1#3
2736	2978	0.1300	2	4	2#4
5166	5792	0.1300	1	4	1#4
5132	5579	0.1300	3	5	3#5
7525	8302	0.1300	3	1	1#3
423	6035	0.1300	5	5	5#5
14	158	0.1300	3	5	3#5
3836	4089	0.1300	1	5	1#5
1977	7211	0.1300	4	4	4#4
1362	2536	0.1300	3	4	3#4
239	551	0.1300	2	5	2#5
3770	3772	0.1300	5	3	3#5
3872	3882	0.1300	4	4	4#4
801	1200	0.1300	4	3	3#4
3968	4548	0.1300	5	5	5#5
3500	5690	0.1300	5	3	3#5
2934	3131	0.1300	2	3	2#3
3048	3131	0.1300	4	3	3#4
1749	2216	0.1300	2	5	2#5
5899	5911	0.1300	3	2	2#3
5050	6265	0.1300	5	3	3#5
3321	3349	0.1300	2	3	2#3
8790	8805	0.1300	5	1	1#5
410	8464	0.1300	1	2	1#2
3370	6005	0.1300	4	1	1#4
92	943	0.1300	5	2	2#5
235	3204	0.1300	1	1	1#1
1563	2297	0.1300	3	2	2#3
1055	2633	0.1300	1	3	1#3
4211	7903	0.1300	1	4	1#4
1037	2094	0.1300	4	4	4#4
6413	6422	0.1300	5	4	4#5
1350	3772	0.1300	1	3	1#3
12	1816	0.1300	2	4	2#4
367	686	0.1300	3	4	3#4
5196	5249	0.1300	4	2	2#4
249	6501	0.1300	1	3	1#3
5365	5947	0.1300	2	4	2#4
2360	2522	0.1300	4	5	4#5
1334	4142	0.1300	5	4	4#5
162	3393	0.1300	3	1	1#3
880	2073	0.1300	5	4	4#5
510	2825	0.1300	3	5	3#5
3207	3576	0.1300	1	2	1#2
5356	7211	0.1300	1	4	1#4
488	1816	0.1300	3	4	3#4
2433	4853	0.1300	1	3	1#3
7646	8790	0.1300	3	5	3#5
373	2507	0.1300	5	5	5#5
5617	5757	0.1300	3	2	2#3
9106	9109	0.1300	4	4	4#4
752	2852	0.1300	4	1	1#4
6388	6954	0.1300	4	4	4#4
5515	8283	0.1300	2	3	2#3
2039	6492	0.1300	2	3	2#3
2664	4026	0.1300	1	2	1#2
159	1458	0.1300	1	3	1#3
219	5690	0.1300	5	3	3#5
1000	4440	0.1300	2	3	2#3
1530	6528	0.1300	2	5	2#5
2613	8137	0.1300	5	5	5#5
2168	5891	0.1300	2	3	2#3
1	9475	0.1300	2	1	1#2
5969	5998	0.1300	5	2	2#5
1744	6430	0.1300	2	4	2#4
1146	3509	0.1300	1	2	1#2
2552	3341	0.1300	4	5	4#5
267	3209	0.1300	5	3	3#5
2731	3816	0.1300	5	2	2#5
200	5484	0.1300	1	1	1#1
366	483	0.1300	3	3	3#3
1496	8880	0.1300	2	5	2#5
2142	6959	0.1300	1	3	1#3
1227	8726	0.1300	5	4	4#5
1264	5189	0.1300	2	2	2#2
231	640	0.1300	5	5	5#5
357	552	0.1300	1	2	1#2
745	766	0.1300	5	1	1#5
635	1027	0.1300	1	5	1#5
3337	4422	0.1300	1	2	1#2
3956	4611	0.1300	2	4	2#4
8224	9399	0.1300	4	4	4#4
4753	5651	0.1300	5	5	5#5
6080	6154	0.1300	5	4	4#5
1	651	0.1300	2	3	2#3
3889	4026	0.1300	5	2	2#5
1343	5112	0.1300	1	5	1#5
407	6021	0.1300	2	4	2#4
490	645	0.1300	2	5	2#5
3794	3805	0.1300	5	2	2#5
1572	6730	0.1300	5	5	5#5
1970	4389	0.1300	5	1	1#5
4109	4496	0.1300	1	2	1#2
2774	6409	0.1300	2	3	2#3
840	5020	0.1300	2	1	1#2
6261	7648	0.1300	3	1	1#3
6280	8978	0.1300	2	2	2#2
802	6173	0.1300	5	2	2#5
7932	8682	0.1300	4	2	2#4
3307	5999	0.1300	1	2	1#2
6897	6921	0.1300	1	5	1#5
191	5484	0.1300	2	1	1#2
346	1947	0.1300	3	2	2#3
2540	5768	0.1300	1	5	1#5
7638	9416	0.1300	5	2	2#5
1880	6906	0.1300	1	5	1#5
522	1113	0.1300	5	4	4#5
1621	2833	0.1300	3	4	3#4
523	5182	0.1300	1	2	1#2
1035	5449	0.1300	3	4	3#4
2657	5182	0.1300	1	2	1#2
119	942	0.1300	4	1	1#4
1320	5032	0.1300	2	5	2#5
2581	2896	0.1300	3	3	3#3
2553	2568	0.1300	4	2	2#4
1691	8276	0.1300	2	4	2#4
795	7168	0.1300	1	4	1#4
3149	3755	0.1300	5	1	1#5
293	5241	0.1300	1	5	1#5
238	806	0.1300	5	5	5#5
8253	9814	0.1300	2	1	1#2
410	5032	0.1300	1	5	1#5
297	2780	0.1300	1	2	1#2
8069	9105	0.1300	3	1	1#3
2880	4214	0.1300	2	1	1#2
441	5449	0.1300	3	4	3#4
5416	7816	0.1300	1	3	1#3
4571	8322	0.1300	2	3	2#3
10	2062	0.1300	4	3	3#4
3267	8238	0.1300	2	1	1#2
498	1147	0.1300	2	4	2#4
5481	5519	0.1300	2	2	2#2
329	2553	0.1300	1	4	1#4
1457	5061	0.1300	5	3	3#5
417	5449	0.1300	5	4	4#5
366	2858	0.1300	3	2	2#3
3032	3666	0.1300	4	2	2#4
776	889	0.1300	4	1	1#4
3249	9857	0.1300	1	1	1#1
5419	5517	0.1300	4	2	2#4
6107	9857	0.1300	3	1	1#3
63	1338	0.1300	2	3	2#3
7649	8273	0.1300	1	3	1#3
5401	6261	0.1300	1	3	1#3
3987	4938	0.1300	2	5	2#5
6029	8492	0.1300	5	3	3#5
806	4564	0.1300	5	3	3#5
5879	8224	0.1300	4	4	4#4
53	5224	0.1300	3	1	1#3
5001	6261	0.1300	5	3	3#5
998	2209	0.1300	3	2	2#3
1701	4985	0.1300	2	1	1#2
5410	8654	0.1300	5	3	3#5
3133	4379	0.1300	3	3	3#3
979	4417	0.1300	2	1	1#2
2588	7607	0.1300	4	3	3#4
8384	8420	0.1300	1	4	1#4
2973	3559	0.1300	4	2	2#4
2630	9548	0.1300	1	4	1#4
185	1699	0.1300	3	5	3#5
1895	2214	0.1300	3	1	1#3
3232	8418	0.1300	3	1	1#3
1563	5011	0.1300	3	4	3#4
4533	5159	0.1300	3	4	3#4
834	1154	0.1300	5	3	3#5
552	2915	0.1300	2	4	2#4
883	9458	0.1300	4	2	2#4
2506	5083	0.1300	2	4	2#4
928	3784	0.1300	5	3	3#5
3505	3525	0.1300	3	5	3#5
10	1573	0.1300	4	4	4#4
1436	7355	0.1300	1	2	1#2
1604	1644	0.1300	3	3	3#3
3477	6989	0.1300	4	1	1#4
3874	3987	0.1300	2	2	2#2
1713	1865	0.1300	3	2	2#3
4737	7081	0.1300	2	5	2#5
1075	7940	0.1300	1	5	1#5
1439	2041	0.1300	2	3	2#3
7034	7394	0.1300	1	2	1#2
94	5016	0.1300	3	1	1#3
130	598	0.1300	2	2	2#2
869	7392	0.1300	3	1	1#3
7621	7738	0.1300	1	1	1#1
157	3126	0.1300	4	4	4#4
5027	5992	0.1300	5	3	3#5
52	128	0.1300	5	5	5#5
20	8873	0.1300	3	5	3#5
2814	3752	0.1300	3	3	3#3
8283	8594	0.1300	3	5	3#5
6730	8596	0.1300	5	4	4#5
7044	9943	0.1300	4	3	3#4
2036	7191	0.1300	1	2	1#2
2735	5079	0.1300	5	3	3#5
5148	7940	0.1300	3	5	3#5
689	3150	0.1300	5	1	1#5
8244	9497	0.1300	1	4	1#4
6907	9380	0.1300	5	2	2#5
7600	7666	0.1300	1	2	1#2
3073	6355	0.1300	2	4	2#4
157	5488	0.1300	4	2	2#4
6338	7275	0.1300	2	1	1#2
1333	6960	0.1300	2	1	1#2
5626	6897	0.1300	1	1	1#1
1036	3228	0.1300	2	2	2#2
2520	5118	0.1300	1	4	1#4
34	3775	0.1300	5	4	4#5
1064	1070	0.1300	5	1	1#5
4234	8873	0.1300	1	5	1#5
6221	7490	0.1300	5	3	3#5
3868	6373	0.1300	4	3	3#4
789	8313	0.1300	2	5	2#5
5255	9160	0.1300	2	2	2#2
176	1465	0.1300	3	3	3#3
5666	5697	0.1300	2	3	2#3
1429	1666	0.1300	3	3	3#3
3385	8211	0.1300	3	2	2#3
6183	7981	0.1300	5	2	2#5
86	892	0.1300	5	3	3#5
2378	4577	0.1300	4	4	4#4
